code,title,description,credits,institution,department,prerequisites
CHEM 2017,Organic Chem Lab 1,,3,University Of New Orleans,College of Sciences,
CHEM 2025,Analytical Chemistry Laboratory,,3,University Of New Orleans,College of Sciences,
CHEM 2117,Analytical Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 2217,Organic Chemistry I,,3,University Of New Orleans,College of Sciences,
CHEM 2310,Chemical Computing,,3,University Of New Orleans,College of Sciences,
CHEM 2710,Introduction to Cosmetic Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 3018,Org Chem Lab II,,3,University Of New Orleans,College of Sciences,
CHEM 3027,Advanced Synthesis Lab,,3,University Of New Orleans,College of Sciences,
CHEM 3091,Chemistry Internship,,3,University Of New Orleans,College of Sciences,
CHEM 3092,Undergrd Teach Appr,,3,University Of New Orleans,College of Sciences,
CHEM 3094,Undergraduate Research,,3,University Of New Orleans,College of Sciences,
CHEM 3096,Directed Study,,3,University Of New Orleans,College of Sciences,
CHEM 3099,Senior Honors Thesis,,3,University Of New Orleans,College of Sciences,
CHEM 3110,Forensic Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 3218,Organic Chemistry II,,3,University Of New Orleans,College of Sciences,
CHEM 3310,Principles of Phys Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 3411,Desc Inorganic Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 3510,Foundations of Biochemistry,,3,University Of New Orleans,College of Sciences,
CHEM 3610,Materials Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 3710,Medicinal Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 4000,Senior Comprehensive Exam,,3,University Of New Orleans,College of Sciences,
CHEM 4028,Physical & Inorganic Chem Lab,,3,University Of New Orleans,College of Sciences,
CHEM 4030,Lab Meth Instrumental Analysis,,3,University Of New Orleans,College of Sciences,
CHEM 4110,Instrumental Analysis,,3,University Of New Orleans,College of Sciences,
CHEM 4210,Intermediate Organic Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 4310,Physical Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 4311,Physical Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 4410,Advanced Phys Inorg Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 4510,Biochemistry I,,3,University Of New Orleans,College of Sciences,
CHEM 4511,Biochemistry II,,3,University Of New Orleans,College of Sciences,
CHEM 4810,Environmental Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 5028,Physical & Inorganic Chem Lab,,3,University Of New Orleans,College of Sciences,
CHEM 5030,Lab Meth Instrumental Analysis,,3,University Of New Orleans,College of Sciences,
CHEM 5110,Instrumental Analysis,,3,University Of New Orleans,College of Sciences,
CHEM 5210,Intermediate Organic Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 5310,Physical Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 5311,Physical Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 5410,Advanced Phys Inorg Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 5510,Biochemistry I,,3,University Of New Orleans,College of Sciences,
CHEM 5511,Biochemistry II,,3,University Of New Orleans,College of Sciences,
CHEM 5810,Environmental Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6007,Experimental Chem Teachers III,,3,University Of New Orleans,College of Sciences,
CHEM 6090,Spec Readings Adv Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6091,Spec Readings Adv Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6092,Spec Readings Adv Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6093,Spec Readings Adv Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6095,Seminar,,3,University Of New Orleans,College of Sciences,
CHEM 6096,Dir Studies Adv Chem,,3,University Of New Orleans,College of Sciences,
CHEM 6113,Physical Methods in Analytical Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6115,Spec Top Analytical Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6117,Advanced Mass Spectrometry,,3,University Of New Orleans,College of Sciences,
CHEM 6211,Synthetic Organic Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6214,Advances in Organic Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 6316,Special Topics Physical Chem,,3,University Of New Orleans,College of Sciences,
CHEM 6496,Spec Topics Adv Inorg Chem,,3,University Of New Orleans,College of Sciences,
CHEM 6610,Characterization of Materials,,3,University Of New Orleans,College of Sciences,
CHEM 6620,Intro Micro Mat Char,,3,University Of New Orleans,College of Sciences,
CHEM 6621,Advan Micro Mat Char,,3,University Of New Orleans,College of Sciences,
CHEM 6696,Special Topics Materials Chem,,3,University Of New Orleans,College of Sciences,
CHEM 6710,Medicinal Chemistry,,3,University Of New Orleans,College of Sciences,
CHEM 7000,Thesis Research,,3,University Of New Orleans,College of Sciences,
CHEM 7025,Proc & Prob in Chemical Res,,3,University Of New Orleans,College of Sciences,
CHEM 7040,Examination or Report Only,,3,University Of New Orleans,College of Sciences,
CHEM 7050,Dissertation Research,,3,University Of New Orleans,College of Sciences,
CHIN 1001,Basic Chinese I,,3,University Of New Orleans,"College of Liberal Arts, Education and Human Development",
CHIN 1002,Basic Chinese II,,3,University Of New Orleans,"College of Liberal Arts, Education and Human Development",
ENCE 2302,Civil Eng Comp & Gr Lecture,,3,University Of New Orleans,College of Engineering,
ENCE 2303,Program Graphics Lab,,3,University Of New Orleans,College of Engineering,
ENCE 2310,Elem Surveying Measurements,,3,University Of New Orleans,College of Engineering,
ENCE 2311,Mechanics of Materials Lab,,3,University Of New Orleans,College of Engineering,
ENCE 2350,Statics,,3,University Of New Orleans,College of Engineering,
ENCE 2351,Mechanics of Materials,,3,University Of New Orleans,College of Engineering,
ENCE 3093,Spec Prob in Civil Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 3318,Fluid Mechanics,,3,University Of New Orleans,College of Engineering,
ENCE 3326,Environmental Engineering Lab,,3,University Of New Orleans,College of Engineering,
ENCE 3327,Intro to Environmental Engr,,3,University Of New Orleans,College of Engineering,
ENCE 3340,Geotechnical Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 3341,Soil Mechanics Laboratory,,3,University Of New Orleans,College of Engineering,
ENCE 3356,Structural Analysis,,3,University Of New Orleans,College of Engineering,
ENCE 3390,Basic Project Management,,3,University Of New Orleans,College of Engineering,
ENCE 3391,Construction Pr Management,,3,University Of New Orleans,College of Engineering,
ENCE 3900,Senior Honors Thesis,,3,University Of New Orleans,College of Engineering,
ENCE 4096,Independent Study in Civ Eng,,3,University Of New Orleans,College of Engineering,
ENCE 4097,Special Topics Civil Engr,,3,University Of New Orleans,College of Engineering,
ENCE 4313,Remote Pilot & Drone App,,3,University Of New Orleans,College of Engineering,
ENCE 4316,Sustainability Principles,,3,University Of New Orleans,College of Engineering,
ENCE 4318,Hydraulic Engineering Systems,,3,University Of New Orleans,College of Engineering,
ENCE 4319,Fluid Mech & Hyd Engr Lab,,3,University Of New Orleans,College of Engineering,
ENCE 4321,Hydrology,,3,University Of New Orleans,College of Engineering,
ENCE 4322,Water Supply & Sewer Systems,,3,University Of New Orleans,College of Engineering,
ENCE 4323,Design Water/Wastewater Syst,,3,University Of New Orleans,College of Engineering,
ENCE 4325,Waste Management,,3,University Of New Orleans,College of Engineering,
ENCE 4328,Air Pollution Contrl,,3,University Of New Orleans,College of Engineering,
ENCE 4330,Groundwater Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 4340,Foundation Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 4358,Structural Steel Design,,3,University Of New Orleans,College of Engineering,
ENCE 4359,Structural Concrete Design,,3,University Of New Orleans,College of Engineering,
ENCE 4363,Struc Des Wood Masn Alum Plast,,3,University Of New Orleans,College of Engineering,
ENCE 4364,Steel Bridge Design & Construc,,3,University Of New Orleans,College of Engineering,
ENCE 4386,Principles Transp & Hwy Engr,,3,University Of New Orleans,College of Engineering,
ENCE 4390,Sr Civil Engr Design Project,,3,University Of New Orleans,College of Engineering,
ENCE 4399,Civil Envir Engr Seminar,,3,University Of New Orleans,College of Engineering,
ENCE 4723,Ocean & Coastal Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 5096,Independent Study in Civ Eng,,3,University Of New Orleans,College of Engineering,
ENCE 5097,Special Topics Civil Engr,,3,University Of New Orleans,College of Engineering,
ENCE 5313,Remote Pilot & Drone App,,3,University Of New Orleans,College of Engineering,
ENCE 5318,Hydraulic Engineering Systems,,3,University Of New Orleans,College of Engineering,
ENCE 5319,Fluid Mech & Hyd Engr Lab,,3,University Of New Orleans,College of Engineering,
ENCE 5321,Hydrology,,3,University Of New Orleans,College of Engineering,
ENCE 5322,Water Supply & Sewer Systems,,3,University Of New Orleans,College of Engineering,
ENCE 5323,Design Water/Wastewater Syst,,3,University Of New Orleans,College of Engineering,
ENCE 5325,Waste Management,,3,University Of New Orleans,College of Engineering,
ENCE 5328,Air Pollution Contrl,,3,University Of New Orleans,College of Engineering,
ENCE 5330,Groundwater Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 5340,Foundation Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 5358,Structural Steel Design,,3,University Of New Orleans,College of Engineering,
ENCE 5359,Structural Concrete Design,,3,University Of New Orleans,College of Engineering,
ENCE 5363,Struc Des Wood Masn Alum Plast,,3,University Of New Orleans,College of Engineering,
ENCE 5364,Steel Bridge Design & Construc,,3,University Of New Orleans,College of Engineering,
ENCE 5386,Principles Transp & Hwy Engr,,3,University Of New Orleans,College of Engineering,
ENCE 5723,Ocean & Coastal Engineering,,3,University Of New Orleans,College of Engineering,
ENCE 6095,Ind Special Project in Civ Eng,,3,University Of New Orleans,College of Engineering,
ENCE 6096,Independent Study,,3,University Of New Orleans,College of Engineering,
ENCE 6097,Adv Spec Topics Civil Engr,,3,University Of New Orleans,College of Engineering,
ENCE 6313,Water Chemistry Lecture,,3,University Of New Orleans,College of Engineering,
ENCE 6314,Water Chemistry Lab,,3,University Of New Orleans,College of Engineering,
ENCE 6322,Hydr & Environmental Modeling,,3,University Of New Orleans,College of Engineering,
ENCE 6323,Sediment Transport,,3,University Of New Orleans,College of Engineering,
ENCE 6325,Solid Waste Management,,3,University Of New Orleans,College of Engineering,
ENCE 6329,Design Coastal Hydraulic,,3,University Of New Orleans,College of Engineering,
ENCE 6332,Water Trmt Process & Design,,3,University Of New Orleans,College of Engineering,
ENCE 6333,Wastewater Trmt Proc & Design,,3,University Of New Orleans,College of Engineering,
ENCE 6334,Sediment Transport,,3,University Of New Orleans,College of Engineering,
ENCE 6335,Pollution Prevention,,3,University Of New Orleans,College of Engineering,
ENCE 6337,Air Pol Metrlgy Atmos Disp Mdl,,3,University Of New Orleans,College of Engineering,
ENCE 6340,Mechanical Behavior of Soils,,3,University Of New Orleans,College of Engineering,
ENCE 6342,Dewatering & Grndwater Control,,3,University Of New Orleans,College of Engineering,
ENCE 6347,Ground Improvement,,3,University Of New Orleans,College of Engineering,
ENCE 6349,Deep Foundations,,3,University Of New Orleans,College of Engineering,
ENCE 6350,Matrix Meth Structural Engr,,3,University Of New Orleans,College of Engineering,
ENCE 6353,Adv Mechanics of Materials,,3,University Of New Orleans,College of Engineering,
ENCE 6355,Theory Plates & Shells,,3,University Of New Orleans,College of Engineering,
ENCE 6357,Geosynthetics,,3,University Of New Orleans,College of Engineering,
